emp_no,first_name,second_name,department,wage,project_completion_rate
5710,Mrs.,Jessica,Research,62478.4,57.52016435934251
5711,Catherine,Wilkinson,IT,12135.38,38.262119658457316
5712,Jerry,Carpenter,IT,7212.28,60.61018786345714
5713,Thomas,Johnson,Research,68182.36,51.00251646842371
5714,Jeremy,Curry,HR,57796.95,41.83814966255865
5715,Karen,Owens,Sales,67546.39,34.00386247098775
5716,Kimberly,Williams,IT,40967.87,45.874124764027776
5717,Lisa,Terrell,Testing,79082.46,53.12095880783027
5718,Charles,Fernandez,Testing,4659.6,66.97071841828625
5719,Eric,Anderson,Research,77710.22,35.72895444027628
5720,Richard,Patterson,Testing,50041.57,47.23455122099782
5721,Amy,Williams,Research,42744.67,23.181037728740087
5722,Edward,Anderson,Testing,6978.59,56.87565333358461
5723,George,Mann,HR,70617.94,49.79173101635141
5724,John,Chavez,Testing,88789.85,60.195621724769424
5725,Amy,Shelton,Research,50419.55,44.49352297710776
5726,Barbara,Martin,Research,41792.22,48.53205784721294
5727,Alexander,Schaefer,HR,23034.44,37.29353939503724
5728,Rebecca,Burgess,Testing,76634.08,38.50874620847502
5729,Lindsey,Brady,Sales,89727.58,65.97749507243762
5730,Daryl,Hill,HR,9495.11,53.033258234862984
5731,Ryan,Stewart,Sales,20259.99,53.92820157914862
5732,April,Patterson,Sales,60781.4,64.87047649961157
5733,Colin,Armstrong,IT,69255.22,40.29531723031401
5734,Curtis,Johnson,Research,59843.25,48.328543800870584
5735,Corey,Watson,IT,32667.52,44.0233020103866
5736,Leah,Sheppard,IT,62799.74,42.27846710645164
5737,Justin,Weeks,HR,72876.0,41.3624706791865
5738,Jeremy,Cline,Testing,77222.72,50.27221048912774
5739,Chad,Warner,IT,96254.24,46.11623032466963
5740,Rachel,Gomez,Sales,7274.24,55.160216803435205
5741,Melissa,Norman,Sales,95667.33,62.753043095809986
5742,William,Craig,IT,5864.87,51.14202487113584
5743,Christina,Coleman,Testing,16696.88,54.10736945903969
5744,Angel,Sparks,Research,46918.04,48.21404159566973
5745,Samantha,Solomon,IT,43359.12,46.414869224143594
5746,Jacob,Ortega,Testing,36382.86,47.67178536997981
5747,Amanda,Thompson,Research,16096.27,65.1296632990886
5748,Bailey,Warren,IT,29804.01,43.95268390138761
5749,Janet,Boyd,Sales,55093.22,53.448426061299
5750,Jermaine,Johnston,IT,3130.82,40.19964039588606
5751,Lisa,Ashley,Testing,2655.18,48.96338115623683
5752,Kevin,Johnston,HR,50468.65,56.80447546467164
5753,Chelsea,Hatfield,HR,53879.31,19.789559400570617
5754,Alyssa,Perry,IT,70684.75,44.44160490834319
5755,Jordan,Miller,Testing,24972.49,43.31730624981619
5756,Pamela,Watson,IT,72413.04,59.4902463600463
5757,Wendy,Johnson,IT,55211.63,43.05229222580259
5758,Jessica,Barnes,IT,82501.95,31.03578901844039
5759,Jennifer,Williams,IT,73976.32,66.42591596525709
5760,Nicholas,Patterson,IT,64740.83,50.53235539224764
5761,Donald,Matthews,Testing,62237.31,44.571667267017666
5762,Kristina,Leblanc,IT,85900.75,35.62556467909772
5763,Tammy,Curtis,HR,87881.24,41.08180295813303
5764,William,Zamora,Research,3189.6,49.817648534999
5765,Lisa,Hess,IT,46859.08,47.03201054213388
5766,Pamela,Gordon,Research,25801.89,52.004565339733176
5767,Robert,Marshall,Testing,54031.06,47.146142547601414
5768,Patrick,Wagner,IT,1512.7,52.297300059581815
5769,Natalie,Brown,Testing,77287.83,52.44823798366975
5770,Gerald,Porter,Testing,51340.57,46.36156465996109
5771,Troy,Moore,Research,74362.08,69.4144396664376
5772,Kelly,Wilson,Sales,63071.39,59.637813298244055
5773,Steven,Palmer,IT,78312.95,52.34277633857839
5774,Jeffery,Pittman,IT,1655.69,41.90863034945416
5775,David,Murphy,Research,5156.52,47.54502399456552
5776,Rebecca,Luna,Testing,22791.63,41.08908875268003
5777,Jessica,Fuller,HR,47622.74,37.82652757300244
5778,Tara,Wilson,HR,24150.61,48.7633139509221
5779,Melissa,Gonzalez,IT,73181.16,60.313788314825146
5780,Susan,Crawford,Testing,89839.39,64.70011215912123
5781,Joel,Gill,HR,44870.59,44.61364119094985
5782,Andrew,Sanders,Research,83352.02,33.68839476787327
5783,Jillian,Cook,IT,20537.81,34.41176967166747
5784,William,Nash,Testing,19179.34,76.9402281243535
5785,Erica,Wilson,IT,10360.73,67.24714539387334
5786,Jenna,Lang,IT,23806.31,48.191880155509565
5787,Vanessa,Sanders,Testing,76789.7,45.819538638951244
5788,Robert,Bruce,Sales,26430.91,47.517046496884696
5789,Robert,Parks,IT,72998.77,53.73720481504995
5790,Tiffany,Murillo,IT,19385.96,37.277326214387145
5791,Russell,Andrews,Testing,14822.13,43.5508434655034
5792,Paul,Peterson,IT,1907.15,51.22077245126664
5793,Carl,Thompson,Testing,34538.85,40.703771955890886
5794,Christy,Wells,Research,78070.75,37.67578459149256
5795,Anita,Blair,HR,25513.87,54.154444855211445
5796,Martin,Perry,Research,62160.67,35.95808245117013
5797,Joseph,Smith,IT,58352.39,41.83855373266644
5798,Cesar,Mccall,HR,44442.24,73.72534713524718
5799,Tracey,Parker,Sales,5809.97,46.19616919869701
5800,Kelsey,Myers,Testing,99971.44,61.37909416784376
5801,Randy,Donovan,HR,81811.55,61.874006702945394
5802,Kimberly,Waller,Testing,41216.41,43.58342326072862
5803,Joseph,Hernandez,HR,15314.84,60.74793877108762
5804,Joseph,Martin,Sales,48275.6,37.675041263623825
5805,Todd,Garcia,Research,11405.85,56.34484107882172
5806,Zachary,Barron,HR,43529.39,52.128020793304955
5807,Brian,Smith,IT,40519.9,50.42634687738857
5808,Laura,Clay,Sales,74008.63,44.453755229896245
5809,April,Hamilton,Research,20066.67,56.890137740168655
5810,Nicholas,Johnson,HR,83201.69,57.57980606756848
5811,Christian,Moreno,HR,39852.02,60.989657647491825
5812,Bridget,Rodriguez,IT,93369.55,57.00087011563257
5813,Lauren,Rocha,Testing,90494.4,70.37482013551772
5814,Stacy,Chase,Research,91211.55,51.2970856016955
5815,Carl,Lowe,Sales,16731.55,62.48907885654937
5816,Brandon,Perez,HR,23514.97,37.29735505924839
5817,Laurie,Hernandez,IT,53248.42,53.39310969919967
5818,Melissa,Shaffer,IT,73890.09,55.40282208322096
5819,Jessica,Gaines,Sales,14697.29,38.02273131540428
5820,Kiara,Huffman,Testing,57048.47,44.1161926115191
5821,Nicole,Joseph,Testing,72694.86,55.07417984472831
5822,Eric,Mcgee,HR,36247.1,58.211182284725844
5823,Nicholas,Bennett,Sales,56269.15,61.20077244125032
5824,Jonathan,Murray,Research,14427.32,44.68434160654377
5825,Jeffrey,Torres,Research,72997.76,75.38138325510856
5826,Daniel,Ramos,Research,28333.67,62.4089083666168
5827,Joyce,Morris,Research,97401.37,44.12750178994361
5828,Philip,Morales,Sales,7859.5,41.163964451398236
5829,David,Moore,Testing,17133.53,54.00518417064969
5830,William,Jackson,Testing,2440.65,52.91406766527808
5831,Melissa,Frederick,Sales,64535.22,36.83020584661467
5832,Jonathan,Anderson,Testing,31069.15,49.33610291511658
5833,William,White,Testing,52504.69,53.007257412011214
5834,Kimberly,Copeland,HR,72999.86,56.45936405304148
5835,Douglas,Campbell,Research,40373.99,40.426075136080456
5836,Dawn,Rodriguez,Testing,74284.35,37.72308754277173
5837,Mrs.,Kathy,IT,49630.87,63.78456838681403
5838,Laura,Thompson,HR,45324.44,60.793878220332715
5839,Joseph,Humphrey,Testing,38864.19,44.60578737615014
5840,Toni,Wilson,Testing,78682.08,61.633377807139354
5841,Antonio,Roberts,Research,86284.09,72.56794255149907
5842,Steven,Walker,Testing,86441.42,47.384206642292334
5843,Becky,Johnson,HR,95179.8,66.28322916340981
5844,Denise,Tran,HR,53162.37,33.11156439835324
5845,Daniel,Gray,Research,19484.07,54.91761084466626
5846,Brian,Bowman,Testing,30477.24,63.30177782756711
5847,Rebecca,Marshall,Sales,3277.97,48.2253642996742
5848,Tina,Hernandez,Testing,29433.27,39.47833345443126
5849,John,Hamilton,Testing,52783.78,45.24782379830887
5850,Aaron,Khan,IT,38721.69,46.532674147343464
5851,Abigail,White,Testing,13799.11,52.6111125589861
5852,Matthew,Martin,Testing,21977.08,49.08199979547388
5853,Linda,Smith,HR,91481.35,39.388049765388374
5854,Charles,Mitchell,Research,92297.83,36.421652297533825
5855,Rhonda,Torres,HR,97607.27,59.40553970061085
5856,Monica,Jones,Testing,19371.72,68.07683873163415
5857,Elizabeth,White,IT,85735.01,44.938936697563584
5858,Monica,Smith,IT,94488.41,32.995504442900426
5859,Thomas,Smith,Testing,82829.17,53.654633359280524
5860,Patricia,Taylor,Testing,79219.57,43.566418462933214
5861,Kathleen,Harris,Research,71126.42,58.15993182639525
5862,Richard,Barker,Research,51.99,55.226667509371325
5863,Brittany,Taylor,Sales,43625.79,49.54432027581027
5864,Mr.,Timothy,Research,41690.52,51.42528720104787
5865,Christy,Gonzales,Sales,96756.75,37.835866298881115
5866,Richard,Lopez,Testing,14754.17,57.64871352870664
5867,Thomas,Carroll,HR,32676.74,55.46464247187577
5868,Gabrielle,Allison,Research,1972.61,44.30697879073581
5869,Scott,Carson,Research,11344.33,45.42755920947051
5870,Daniel,Stephens,Testing,71360.83,34.57970929289219
5871,Katherine,Harris,Testing,86138.32,39.53785213736746
5872,Lee,Wright,Research,69159.36,41.315683233691836
5873,Luis,Graham,IT,15240.38,41.558581167430496
5874,Michael,White,Research,2834.47,37.29842581993501
5875,David,Gonzalez,Sales,12175.53,61.4307154680378
5876,Pamela,Love,IT,65918.89,39.38078439872843
5877,John,Miller,IT,24625.57,59.43984994283557
5878,Kenneth,Mason,Sales,57691.44,58.75580765771237
5879,Brett,Gill,Research,98352.45,54.08342189693539
5880,Dawn,Chandler,HR,86709.38,50.777561871425995
5881,Melissa,Jackson,Testing,29918.19,56.09520085222461
5882,Justin,Mcneil,Sales,56191.78,42.61985830564902
5883,Debbie,Beasley,Testing,37835.68,58.56045752612059
5884,Christina,Gomez,IT,73357.59,52.014940126716695
5885,Jerry,Nguyen,IT,94203.53,39.810552352295
5886,Sean,Castro,Research,18485.38,55.566717620593685
5887,Erin,Moore,Sales,43698.24,43.34734714748423
5888,Michelle,Hood,IT,31767.88,49.070240133500086
5889,Jesse,Hoover,Research,51440.49,59.07866109806215
5890,James,Murphy,Sales,6219.53,26.051228025668728
5891,Melinda,Hammond,IT,4977.73,60.27683162845412
5892,Michelle,White,HR,61551.45,47.253643645185996
5893,Brenda,Dalton,Testing,18671.16,50.231518795664314
5894,Darius,Obrien,IT,18262.92,53.114536894780535
5895,Dennis,Ochoa,IT,52811.9,48.565875844831496
5896,Joseph,Saunders,Testing,23625.06,59.05482143638305
5897,Patrick,Cooper,HR,82931.12,43.72238661321566
5898,Tammy,Hartman,HR,43851.07,55.09738835297976
5899,David,Snyder,Research,18929.94,38.76038253734403
5900,Amber,Munoz,Research,77122.75,62.50323567622024
5901,Shelly,Ballard,Research,69378.86,39.553591763542556
5902,Anthony,Ramos,HR,89777.16,30.515442348723003
5903,Kenneth,Barnes,Testing,35711.54,41.211001493431326
5904,Christopher,Moore,Research,63023.57,39.43370597648118
5905,Angela,Bowen,Research,21100.29,40.38176730821284
5906,Kristen,Cooper,HR,35993.48,35.283590435427826
5907,Carrie,Ortiz,Research,75605.51,30.36637294193654
5908,Mark,Riley,HR,96724.81,48.20021555278579
5909,Brett,Johnson,HR,66284.03,41.07584950065389
5910,Jennifer,Hawkins,HR,47016.52,58.84238118493279
5911,Lori,Frost,HR,43261.54,47.90799477697411
5912,Anthony,Berg,HR,56498.18,48.04281986825828
5913,Sarah,Yates,Sales,37510.25,69.42728302020593
5914,Danielle,Johnson,Research,35834.4,59.33877218728912
5915,Michele,Martin,Testing,37393.31,45.23603919670518
5916,Megan,Everett,Testing,35586.33,51.776845747622964
5917,Jared,Crawford,Research,59525.48,40.1352402854815
5918,Olivia,Boyle,Sales,29444.85,46.534198676498406
5919,Courtney,Hoffman,Sales,19507.69,37.52819777777674
5920,Steven,Blair,Testing,73206.48,43.369261937706035
5921,Karen,Sullivan,Sales,70967.63,50.33357759440494
5922,Samuel,Page,HR,79355.2,42.261299942227225
5923,Brooke,Rivera,HR,55326.18,61.741106160472235
5924,Patricia,Whitehead,Research,28786.34,51.6743550675975
5925,Todd,Molina,IT,24989.89,56.05697594092394
5926,Rachel,Donovan,IT,73151.04,45.77763239912604
5927,Cameron,Harvey,HR,89310.27,45.202733488937135
5928,Samuel,Kelly,HR,39958.91,59.95558553532437
5929,Joshua,Gonzalez,HR,85326.58,43.10644730471786
5930,Jennifer,Browning,HR,40984.1,43.41492897983387
5931,Jennifer,Salas,IT,86011.24,44.285515165188144
5932,Jamie,Jordan,HR,81129.54,55.11058120976018
5933,Dorothy,Perry,Sales,45588.46,55.75079437019214
5934,Jason,Solis,Research,22992.34,46.5666286003656
5935,Devon,Wells,IT,77230.72,48.33708937835409
5936,Elizabeth,Ware,HR,83911.9,44.347301342505006
5937,Robert,Walker,Research,9097.02,51.393004522579865
5938,Ashley,Oliver,IT,76051.1,67.61247077809463
5939,Richard,Williams,HR,13168.68,42.01311844449627
5940,Curtis,Miller,Sales,6157.65,34.269757436988286
5941,Henry,Moreno,HR,33671.8,61.8865152949773
5942,Jesus,Ramirez,Sales,41674.19,57.491726639412065
5943,Scott,Harrington,Testing,67071.42,46.515205335056294
5944,Jason,Potter,Sales,30568.07,39.530317024100896
5945,Debra,Steele,HR,54429.07,48.065578227129734
5946,David,Porter,Testing,2092.41,47.05725159611638
5947,Angela,Carlson,IT,84904.67,56.829799724253675
5948,Tony,Armstrong,IT,71422.05,52.86306649964156
5949,Lisa,Burns,HR,87641.68,45.701818744616155
5950,Randall,Pittman,IT,64826.61,45.367028748176786
5951,Ernest,Jones,Research,40497.36,58.477213635045416
5952,Anna,Garcia,Sales,54238.02,51.55970294634934
5953,Renee,Carlson,Sales,94920.26,35.32318475076665
5954,Lee,Castillo,Research,3283.79,34.53681237081706
5955,Kathryn,Knox,Research,25215.13,64.57888581178787
5956,Rachel,Williams,IT,99046.66,66.68694124992851
5957,Michael,Mosley,Sales,54061.55,67.83826706196481
5958,Curtis,Johnson,Research,47886.21,46.842713604507125
5959,Lindsey,Raymond,IT,75199.73,51.98082353146108
5960,Mr.,Zachary,IT,83470.99,54.93497327108898
5961,Guy,Allison,Sales,54876.22,50.61167785533101
5962,Julia,Weiss,Sales,20671.57,58.171949877965304
5963,Leah,Woods,Research,82425.34,46.48784494109435
5964,Nicole,Williams,Sales,78268.56,48.350951444283105
5965,Stephanie,Mack,Research,87160.09,46.06681982941868
5966,Jessica,Osborne,Testing,71111.79,60.21588692726631
5967,Jill,Bell,Research,43921.18,48.072933934731466
5968,Carrie,Anderson,Research,65304.59,45.714196668055266
5969,Jessica,Oconnell,IT,39504.13,56.098860853075955
5970,Jacqueline,Brown,Testing,65830.74,35.05980324824131
5971,Elizabeth,Tucker,Research,29503.05,53.72137001479861
5972,Jennifer,Vega,Testing,8486.51,48.65125957847377
5973,Brian,Martinez,Testing,42300.03,72.33076202835235
5974,Becky,Garcia,Sales,16920.81,53.83380631603244
5975,Tyler,Long,HR,95372.27,41.640736702695555
5976,Spencer,Hanson,Research,64689.15,53.814327026083944
5977,Kristen,Day,Sales,51245.96,63.5560194959812
5978,Cheryl,Perez,Sales,49219.96,54.163132164117975
5979,Wendy,Brown,IT,72104.78,50.46664066052449
5980,Danielle,Monroe,Sales,64041.15,36.46665820389421
5981,Stephen,Williams,Research,18841.5,48.06856219846975
5982,Frank,Curtis,HR,87141.74,39.01280821693094
5983,Patrick,Nelson,Testing,44246.97,56.386624761971866
5984,Ryan,Phillips,Research,1656.59,46.77530530217669
5985,Donna,Liu,Testing,6641.0,36.73402912594096
5986,Valerie,Payne,Research,30623.62,46.3459887699149
5987,Dr.,Jennifer,Research,23317.06,73.27429801619965
5988,Jacob,Mckenzie,Sales,83468.09,43.87795634471691
5989,Sandra,Williams,Research,92998.95,53.91067907408931
5990,Natasha,Gomez,HR,26776.71,61.62913509401106
5991,Robert,Richards,IT,60235.92,54.646814118229685
5992,Alejandra,Kim,HR,12929.04,53.231958416435006
5993,Kaitlyn,Spencer,Research,13307.56,50.00187759078278
5994,Jeffrey,Morris,HR,71411.4,52.42355776195576
5995,Lisa,Sullivan,Research,91035.18,65.2253835099284
5996,Jennifer,Salazar,Testing,89461.32,42.934632184691736
5997,Melissa,Miller,HR,95463.71,67.11048067156068
5998,Laura,Warren,HR,18488.68,64.73638854291936
5999,William,Holloway,Research,19438.71,52.49966956579934
6000,Nathan,Marsh,IT,35559.08,39.623041689616905
6001,Tyler,Buchanan,Sales,29258.56,55.96018333962246
6002,Leslie,Good,Testing,61043.28,54.13805734808222
6003,Ronnie,King,Sales,42203.44,66.50461264463226
6004,Margaret,Rodriguez,Testing,25534.2,61.801550865558404
6005,Ronald,Rowland,HR,47047.99,69.6081816616126
6006,Melissa,Snyder,Research,93019.92,35.0378838066942
6007,Zachary,Silva,IT,13649.28,41.852841034485294
6008,James,Walton,IT,93272.79,43.45762520440906
6009,Betty,Martinez,IT,39820.07,41.6953694176124
6010,Bernard,Dixon,Research,2460.61,42.4325320298114
6011,Anthony,Wright,Research,14257.25,50.0067914248517
6012,Mark,Perez,IT,43480.89,53.88948655636919
6013,Joseph,Watson,HR,80289.31,51.17886583160876
6014,Chelsea,Rogers,Research,67802.14,67.48481482949178
6015,Keith,Johnson,Testing,20679.5,62.06049823843214
6016,Lisa,Humphrey,IT,82225.28,66.68664131987057
6017,Richard,Marshall,Sales,62129.63,48.72811279172048
6018,Jodi,Nguyen,HR,19510.54,37.581864574147055
6019,Renee,Serrano,Sales,29856.12,51.510196495836894
6020,Justin,Gamble,Sales,15613.34,59.067804950622126
6021,Christina,Davidson,IT,18294.89,38.27488518406647
6022,Joanne,Frazier,HR,14553.08,45.804771455878594
6023,Jennifer,Hamilton,Research,55158.94,58.743232198023236
6024,Lori,Butler,Sales,94592.08,35.96206810133662
6025,Ryan,Romero,Research,70645.84,35.59971868965741
6026,Amanda,Jimenez,Sales,48252.9,38.66118363390993
6027,David,Mueller,IT,89173.67,48.51115590207903
6028,Kelly,Ritter,HR,91877.97,45.23924655310179
6029,Mariah,Roberts,IT,93546.67,46.257433796692645
6030,Susan,Small,Research,47501.78,37.8380878338654
6031,Deborah,Copeland,HR,68736.38,66.01339504225429
6032,Timothy,Park,IT,65558.69,46.05166478462969
6033,Daniel,Howell,HR,97175.79,54.62724227747438
6034,Robert,Johnson,IT,40388.63,47.52728556138456
6035,Jessica,Wilson,IT,44220.32,73.36794403675677
6036,Brian,Craig,Sales,42385.86,41.27744028702797
6037,Maria,Vargas,IT,15531.54,40.322590247806396
6038,Thomas,Roach,Sales,87442.0,59.841546359396624
6039,Phillip,Lewis,Testing,67380.26,33.76213115562308
6040,Christy,Perez,IT,27809.31,57.58308180093479
6041,Gary,Armstrong,Research,41646.75,54.87390032529693
6042,Derek,Gonzalez,Research,28074.25,46.69251743296676
6043,William,Lutz,HR,52777.43,51.98760778824553
6044,Mrs.,Cynthia,IT,65072.22,32.048658733016836
6045,Catherine,Hinton,Testing,69914.25,50.675269962809736
6046,Taylor,Oneill,Research,58732.7,53.61134328287477
6047,Melissa,Rowe,HR,6481.8,53.08626505878485
6048,Jason,Silva,Research,63750.67,46.27727158454866
6049,Jeffrey,Mcknight,Testing,18210.11,47.19161387259412
6050,Adam,Ortiz,Sales,24951.78,43.060366601814884
6051,Adam,Mccormick,Testing,59277.41,41.47543285309493
6052,Anita,Mcdaniel,Research,51312.13,52.94761402666082
6053,William,Rollins,Testing,73182.98,35.02596771756025
6054,Michael,Johnson,Research,40488.18,42.991265029179125
6055,Joshua,Newman,Testing,34672.35,46.430489805740706
6056,John,Green,IT,98414.77,68.2526900622884
6057,Ashley,Gordon,Sales,80870.42,41.675529433380646
6058,Michele,Taylor,Research,18699.73,44.33180304135114
6059,Jessica,Tucker,HR,11424.53,36.6851287381744
6060,Mr.,David,Sales,77422.57,56.826198415413735
6061,Todd,Davis,Research,62632.87,44.377030815407245
6062,John,Bishop,IT,46692.92,51.00903251357669
6063,Jack,Chandler,HR,19277.2,51.36927248844105
6064,Matthew,Carr,HR,64136.77,58.603496728914344
6065,Lauren,Fernandez,IT,92220.56,51.193387282481716
6066,Angela,Watson,IT,37023.13,52.29245701344183
6067,Christopher,Conley,Sales,27825.8,37.7403268905635
6068,Dawn,Fisher,Testing,29588.08,57.35577398086484
6069,Lance,Gray,Sales,84582.39,39.14812879758687
6070,Amy,Harris,HR,73402.6,40.02084915792479
6071,Ryan,Moore,IT,71093.22,48.918680943173264
6072,Dr.,Derek,Testing,66903.79,43.15097119328805
6073,Brenda,Jones,Sales,6337.01,35.535189155048556
6074,Sylvia,Le,Sales,18309.11,49.27201523811867
6075,Amanda,Griffith,Sales,33559.19,73.19282132967629
6076,Christopher,Knapp,Research,59252.64,43.04421078469774
6077,Melissa,Smith,Sales,63564.83,54.087100589712236
6078,Victoria,Kane,Sales,45825.92,66.36978281569519
6079,Melvin,Ward,Sales,47138.97,68.52301702111048
6080,Jennifer,Sherman,HR,65163.6,55.821967336705626
6081,Steven,Washington,Sales,30426.91,38.4191445331619
6082,Mark,Jones,Testing,48622.74,34.68586208243191
6083,Tiffany,Underwood,Research,52266.0,50.466812212701264
6084,Mr.,Robert,Research,68358.3,46.31471232112193
6085,Jason,Bryant,IT,55884.36,50.75683194754967
6086,Paul,Schwartz,IT,21212.96,72.87248872991927
6087,Heather,Watts,Research,51384.98,56.5862009926625
6088,Alyssa,Carter,HR,47137.27,52.356552112010796
6089,Beth,Mendoza,IT,35457.61,46.25635618983965
6090,Danielle,Davis,Research,73128.73,55.78982677209524
6091,Kendra,Bowen,Sales,67361.5,42.19440418212126
6092,Cassandra,Aguilar,HR,25620.0,62.451395914600724
6093,Latoya,Ortiz,Research,79160.01,46.811679417485706
6094,Samantha,Flynn,Testing,44318.96,68.03195895967177
6095,Lisa,Ramirez,IT,16695.62,51.40716419464543
6096,Deborah,Park,IT,76181.0,50.91621728605139
6097,Pamela,Harmon,Sales,70129.32,45.34105855912526
6098,Robert,Baxter,HR,331.97,47.79014397401974
6099,Jason,Young,IT,68988.19,47.89510853111627
6100,Rachel,Diaz,Testing,22423.5,41.67669340221585
6101,Steven,Vargas,Sales,85533.73,57.92547742718023
6102,Dr.,Brian,HR,6595.74,65.3759130690894
6103,Michael,White,HR,95878.0,71.12539032941369
6104,Dominique,Lane,HR,59725.96,56.27367737447095
6105,James,Olson,Sales,42252.01,49.271533922240714
6106,Jamie,Singh,IT,15183.61,61.91970855378985
6107,Stacey,Gomez,HR,69345.02,49.77671472304201
6108,Wanda,Olson,IT,43086.82,41.947621486342356
6109,Matthew,Jenkins,HR,61633.43,60.398329369613265
6110,Dean,Kaufman,Sales,71186.87,69.09872897568872
6111,Ashley,Ellis,Testing,2625.23,57.22203926193149
6112,Maria,Thompson,IT,25875.14,65.0204065228474
6113,Brett,Campbell,Research,43163.04,47.43267848934013
6114,Richard,Martin,IT,40838.3,42.0845495112268
6115,Jeffrey,Lane,Testing,44641.45,64.80345577466456
6116,Logan,Gallegos,IT,51740.45,49.9085396039327
6117,Stephen,Roberts,Sales,3106.06,47.470675304924
6118,Randy,Hull,Sales,39884.85,45.850907028041846
6119,Lindsey,Lewis,Testing,10583.35,50.31347714825916
6120,Keith,Lewis,Sales,91149.72,57.35208674244971
6121,Michael,Jensen,IT,95168.11,41.33182194478067
6122,Benjamin,Hernandez,HR,54470.46,65.85991739873386
6123,Margaret,Davis,HR,29099.11,19.22758249238674
6124,Kimberly,Blankenship,IT,62433.01,46.55717993496345
6125,Chelsea,Mays,HR,78096.41,48.61505925385496
6126,Becky,Kennedy,HR,76921.68,64.9740021502471
6127,Paul,Marshall,IT,85637.23,56.65810796311119
6128,Kara,Berry,Sales,66224.79,45.22010462850359
6129,Kayla,Salazar,Sales,45154.62,48.65294850835505
6130,Tina,Turner,Research,66534.83,65.96232694885947
6131,Christopher,Williamson,HR,19550.28,43.33587290818367
6132,Thomas,Ramos,Sales,85664.96,29.004959329299403
6133,Kevin,Brooks,HR,76824.34,65.52130679026511
6134,Benjamin,Anderson,IT,29603.2,41.784197652813226
6135,Michael,Lane,Testing,27890.38,29.634272756834292
6136,Sara,Hall,IT,63044.72,44.15502520801737
6137,Melissa,Martin,Research,45580.9,59.36816403384188
6138,Maria,Garrett,Testing,6384.11,54.46670082268199
6139,Jeff,Rogers,Research,23683.18,54.155044206910716
6140,Erin,Hubbard,IT,21549.44,41.35426199485815
6141,Michael,Faulkner,Research,50115.11,48.58435682533246
6142,Jonathan,Davis,IT,50993.71,43.57400553135729
6143,David,Wilson,HR,19423.26,51.43199911347865
6144,Edward,Brown,HR,44926.78,60.264817979074245
6145,Stephanie,Haynes,IT,44142.77,64.98310304513181
6146,Michele,Mejia,Sales,57262.97,56.06108925322276
6147,Vanessa,Hernandez,IT,51950.53,57.793237973151676
6148,Mitchell,Brock,Testing,89005.14,49.238047822704836
6149,Ricardo,Weber,HR,94591.97,55.12332709928362
6150,Lisa,Gray,Research,20744.68,34.84871804036048
6151,Shawn,Keller,HR,73594.01,36.640809412928334
6152,Desiree,Harding,Sales,87331.22,33.70920890325905
6153,Christopher,Baker,HR,50499.64,57.879364320991776
6154,Brandon,Lewis,Research,28839.97,55.83250677900752
6155,Jordan,Haynes,Research,98024.02,45.22139266861498
6156,Richard,Pace,HR,46338.1,40.73871608692876
6157,Cassandra,Luna,Sales,46545.44,32.74812460091067
6158,Cheryl,Arroyo,Sales,52239.59,44.303486121278304
6159,Kelly,Jones,Sales,18082.62,59.00222907151347
6160,Paul,Reyes,IT,15037.68,52.22600734148257
6161,Steven,Martinez,Testing,60344.36,75.88942757851886
6162,Gary,Walters,Testing,22388.92,44.58726010476957
6163,Jessica,Smith,Research,35518.98,65.88704274391095
6164,Luke,Hanson,HR,88305.54,64.56623847092071
6165,Carrie,Perry,Sales,55088.02,50.59857971607428
6166,Lori,Chavez,Research,67684.04,37.98744958260386
6167,Benjamin,Turner,Sales,64685.94,44.35838975984637
6168,Adam,Pierce,Sales,67001.55,38.600869761345606
6169,Alexandria,Lee,Research,98935.37,59.70543334782068
6170,David,Roy,Sales,67056.17,70.34820803039628
6171,Brandon,Davis,Sales,3696.69,44.85731007627713
6172,Noah,Wong,HR,44402.56,43.55328923927782
6173,Mary,Rose,Testing,4268.33,49.80554034599864
6174,Mrs.,Sheri,Research,21394.38,44.171704882091035
6175,Connie,Gonzales,Research,62194.89,62.93760908768245
6176,Arthur,Steele,IT,73861.18,53.326400781433314
6177,William,Hill,Sales,91299.88,44.12781650494592
6178,Melissa,Potter,Testing,20781.77,41.48798708820321
6179,Vicki,Kline,Sales,33593.76,42.69478094745752
6180,Christian,Le,Testing,59618.35,64.04978461371421
6181,Linda,Burns,IT,6026.1,22.19011448417987
6182,Sarah,Smith,Research,32450.78,53.146001762671744
6183,Frank,Wilkins,Research,24085.43,59.745283398570116
6184,Jennifer,Pena,Research,73448.96,51.715278245631175
6185,Allison,Perez,HR,6957.0,53.16680928451724
6186,Shawn,Reynolds,HR,90107.16,58.047302775674225
6187,Brian,Ward,Testing,35025.07,45.18781002435357
6188,Scott,Reynolds,Research,64076.12,59.9986662410971
6189,Hannah,Lambert,Sales,36002.43,53.209911320369606
6190,Natalie,Pierce,Sales,5708.83,45.79697459141391
6191,Melissa,King,Research,71152.48,40.90592954674143
6192,Erin,Meyer,Testing,68118.59,36.37151993375136
6193,Marissa,Garcia,Testing,20553.13,52.51707937702547
6194,Roger,Vega,Research,91270.81,43.784350405918126
6195,Susan,Brown,HR,34370.26,59.481124728501484
6196,Andrew,Fields,Sales,94955.85,49.988421075797866
